gi|50118966|ref|YP_048133.1|	gi|188532166|ref|YP_001905963.1|
gi|50119320|ref|YP_048487.1|	gi|188534007|ref|YP_001907804.1|
gi|50119321|ref|YP_048488.1|	gi|188534006|ref|YP_001907803.1|
gi|50119322|ref|YP_048489.1|	gi|188534005|ref|YP_001907802.1|
gi|50119323|ref|YP_048490.1|	gi|188534004|ref|YP_001907801.1|
gi|50119324|ref|YP_048491.1|	gi|188535308|ref|YP_001909105.1|
gi|50119325|ref|YP_048492.1|	gi|188533332|ref|YP_001907129.1|
gi|50119326|ref|YP_048493.1|	gi|188533539|ref|YP_001907336.1|
gi|50119327|ref|YP_048494.1|	gi|188534104|ref|YP_001907901.1|
gi|50119328|ref|YP_048495.1|	gi|188532601|ref|YP_001906398.1|
gi|50119329|ref|YP_048496.1|	gi|188533079|ref|YP_001906876.1|
gi|50119330|ref|YP_048497.1|	gi|188533999|ref|YP_001907796.1|
gi|50119331|ref|YP_048498.1|	gi|188535432|ref|YP_001909229.1|
gi|50119332|ref|YP_048499.1|	gi|188532833|ref|YP_001906630.1|
gi|50119333|ref|YP_048500.1|	gi|188532515|ref|YP_001906312.1|
gi|50119334|ref|YP_048501.1|	gi|188532516|ref|YP_001906313.1|
gi|50119335|ref|YP_048502.1|	gi|188532239|ref|YP_001906036.1|
gi|50119336|ref|YP_048503.1|	gi|188532288|ref|YP_001906085.1|
gi|50119337|ref|YP_048504.1|	gi|188534550|ref|YP_001908347.1|
gi|50119338|ref|YP_048505.1|	gi|188533592|ref|YP_001907389.1|
gi|50119339|ref|YP_048506.1|	gi|188532518|ref|YP_001906315.1|
gi|50119340|ref|YP_048507.1|	gi|188532519|ref|YP_001906316.1|
gi|50119341|ref|YP_048508.1|	gi|188532520|ref|YP_001906317.1|
gi|50119342|ref|YP_048509.1|	gi|188532185|ref|YP_001905982.1|
gi|50119343|ref|YP_048510.1|	gi|188532521|ref|YP_001906318.1|
gi|50119344|ref|YP_048511.1|	gi|188532522|ref|YP_001906319.1|
gi|50119345|ref|YP_048512.1|	gi|188532523|ref|YP_001906320.1|
gi|50119346|ref|YP_048513.1|	gi|188535075|ref|YP_001908872.1|
gi|50119347|ref|YP_048514.1|	gi|188533208|ref|YP_001907005.1|
gi|50119348|ref|YP_048515.1|	gi|188535524|ref|YP_001909321.1|
gi|50119349|ref|YP_048516.1|	gi|188533607|ref|YP_001907404.1|
gi|50119350|ref|YP_048517.1|	gi|188534085|ref|YP_001907882.1|
gi|50119351|ref|YP_048518.1|	gi|188535445|ref|YP_001909242.1|
gi|50119352|ref|YP_048519.1|	gi|188535145|ref|YP_001908942.1|
gi|50119353|ref|YP_048520.1|	gi|188534094|ref|YP_001907891.1|
gi|50119354|ref|YP_048521.1|	gi|188533075|ref|YP_001906872.1|
gi|50119355|ref|YP_048522.1|	gi|188533856|ref|YP_001907653.1|
gi|50119356|ref|YP_048523.1|	gi|188534097|ref|YP_001907894.1|
gi|50119357|ref|YP_048524.1|	gi|188534088|ref|YP_001907885.1|
gi|50119358|ref|YP_048525.1|	gi|188533604|ref|YP_001907401.1|
gi|50119359|ref|YP_048526.1|	gi|188533516|ref|YP_001907313.1|
gi|50119360|ref|YP_048527.1|	gi|188532525|ref|YP_001906322.1|
gi|50119361|ref|YP_048528.1|	gi|188532526|ref|YP_001906323.1|
gi|50119362|ref|YP_048529.1|	gi|188532527|ref|YP_001906324.1|
gi|50119363|ref|YP_048530.1|	gi|188532528|ref|YP_001906325.1|
gi|50119364|ref|YP_048531.1|	gi|188532529|ref|YP_001906326.1|
gi|50119365|ref|YP_048532.1|	gi|188532534|ref|YP_001906331.1|
gi|50119366|ref|YP_048533.1|	gi|188532530|ref|YP_001906327.1|
gi|50119367|ref|YP_048534.1|	gi|188532597|ref|YP_001906394.1|
gi|50119368|ref|YP_048535.1|	gi|188534599|ref|YP_001908396.1|
gi|50119369|ref|YP_048536.1|	gi|188535346|ref|YP_001909143.1|
gi|50119370|ref|YP_048537.1|	gi|188535574|ref|YP_001909371.1|
gi|50119371|ref|YP_048538.1|	gi|188534104|ref|YP_001907901.1|
gi|50119372|ref|YP_048539.1|	gi|188535577|ref|YP_001909374.1|
gi|50119373|ref|YP_048540.1|	gi|188533043|ref|YP_001906840.1|
gi|50119374|ref|YP_048541.1|	gi|188534286|ref|YP_001908083.1|
gi|50119375|ref|YP_048542.1|	gi|188534199|ref|YP_001907996.1|
gi|50119376|ref|YP_048543.1|	gi|188532586|ref|YP_001906383.1|
gi|50119377|ref|YP_048544.1|	gi|188535104|ref|YP_001908901.1|
gi|50119378|ref|YP_048545.1|	gi|188535192|ref|YP_001908989.1|
gi|50119379|ref|YP_048546.1|	gi|188534230|ref|YP_001908027.1|
gi|50119380|ref|YP_048547.1|	gi|188533606|ref|YP_001907403.1|
gi|50119381|ref|YP_048548.1|	gi|188535064|ref|YP_001908861.1|
gi|50119382|ref|YP_048549.1|	gi|188533345|ref|YP_001907142.1|
gi|50119383|ref|YP_048550.1|	gi|188532835|ref|YP_001906632.1|
gi|50119384|ref|YP_048551.1|	gi|188534381|ref|YP_001908178.1|
gi|50119385|ref|YP_048552.1|	gi|188533606|ref|YP_001907403.1|
gi|50119386|ref|YP_048553.1|	gi|188535488|ref|YP_001909285.1|
gi|50119387|ref|YP_048554.1|	gi|188533607|ref|YP_001907404.1|
gi|50119388|ref|YP_048555.1|	gi|188533614|ref|YP_001907411.1|
gi|50119389|ref|YP_048556.1|	gi|188534493|ref|YP_001908290.1|
gi|50119390|ref|YP_048557.1|	gi|188534628|ref|YP_001908425.1|
gi|50119391|ref|YP_048558.1|	gi|188532275|ref|YP_001906072.1|
gi|50119392|ref|YP_048559.1|	gi|188534417|ref|YP_001908214.1|
gi|50119393|ref|YP_048560.1|	gi|188533905|ref|YP_001907702.1|
gi|50119394|ref|YP_048561.1|	gi|188532917|ref|YP_001906714.1|
gi|50119395|ref|YP_048562.1|	gi|188534660|ref|YP_001908457.1|
gi|50119396|ref|YP_048563.1|	gi|188534318|ref|YP_001908115.1|
gi|50119396|ref|YP_048563.1|	gi|188534318|ref|YP_001908115.1|
gi|50119397|ref|YP_048564.1|	gi|188534315|ref|YP_001908112.1|
gi|50119398|ref|YP_048565.1|	gi|188534316|ref|YP_001908113.1|
gi|50119399|ref|YP_048566.1|	gi|188534317|ref|YP_001908114.1|
gi|50119400|ref|YP_048567.1|	gi|188534864|ref|YP_001908661.1|
gi|50119401|ref|YP_048568.1|	gi|188532997|ref|YP_001906794.1|
gi|50119402|ref|YP_048569.1|	gi|188535454|ref|YP_001909251.1|
gi|50119403|ref|YP_048570.1|	gi|188534395|ref|YP_001908192.1|
gi|50119404|ref|YP_048571.1|	gi|188535554|ref|YP_001909351.1|
gi|50119405|ref|YP_048572.1|	gi|188535554|ref|YP_001909351.1|
gi|50119406|ref|YP_048573.1|	gi|188532220|ref|YP_001906017.1|
gi|50119407|ref|YP_048574.1|	gi|188532767|ref|YP_001906564.1|
gi|50119408|ref|YP_048575.1|	gi|188534921|ref|YP_001908718.1|
gi|50119409|ref|YP_048576.1|	gi|188534922|ref|YP_001908719.1|
gi|50119410|ref|YP_048577.1|	gi|188534923|ref|YP_001908720.1|
gi|50119411|ref|YP_048578.1|	gi|188534924|ref|YP_001908721.1|
gi|50119412|ref|YP_048579.1|	gi|188534925|ref|YP_001908722.1|
gi|50119413|ref|YP_048580.1|	gi|188534926|ref|YP_001908723.1|
gi|50119414|ref|YP_048581.1|	gi|188532821|ref|YP_001906618.1|
gi|50119415|ref|YP_048582.1|	gi|188532820|ref|YP_001906617.1|
gi|50119416|ref|YP_048583.1|	gi|188532819|ref|YP_001906616.1|
gi|50119417|ref|YP_048584.1|	gi|188532818|ref|YP_001906615.1|
gi|50119418|ref|YP_048585.1|	gi|188535580|ref|YP_001909377.1|
gi|50119419|ref|YP_048586.1|	gi|188532808|ref|YP_001906605.1|
gi|50119420|ref|YP_048587.1|	gi|188532809|ref|YP_001906606.1|
gi|50119421|ref|YP_048588.1|	gi|188532810|ref|YP_001906607.1|
gi|50119422|ref|YP_048589.1|	gi|188535217|ref|YP_001909014.1|
gi|50119423|ref|YP_048590.1|	gi|188532812|ref|YP_001906609.1|
gi|50119424|ref|YP_048591.1|	gi|188532221|ref|YP_001906018.1|
gi|50119425|ref|YP_048592.1|	gi|188535036|ref|YP_001908833.1|
gi|50119426|ref|YP_048593.1|	gi|188534513|ref|YP_001908310.1|
gi|50119426|ref|YP_048593.1|	gi|188534513|ref|YP_001908310.1|
gi|50119427|ref|YP_048594.1|	gi|188533893|ref|YP_001907690.1|
gi|50119428|ref|YP_048595.1|	gi|188533746|ref|YP_001907543.1|
gi|50119429|ref|YP_048596.1|	gi|188533675|ref|YP_001907472.1|
gi|50119430|ref|YP_048597.1|	gi|188534573|ref|YP_001908370.1|
gi|50119431|ref|YP_048598.1|	gi|188535035|ref|YP_001908832.1|
gi|50119431|ref|YP_048598.1|	gi|188535035|ref|YP_001908832.1|
gi|50119431|ref|YP_048598.1|	gi|188535035|ref|YP_001908832.1|
gi|50119432|ref|YP_048599.1|	gi|188534154|ref|YP_001907951.1|
gi|50119433|ref|YP_048600.1|	gi|188535035|ref|YP_001908832.1|
gi|50119433|ref|YP_048600.1|	gi|188535035|ref|YP_001908832.1|
gi|50119433|ref|YP_048600.1|	gi|188535035|ref|YP_001908832.1|
gi|50119433|ref|YP_048600.1|	gi|188535035|ref|YP_001908832.1|
gi|50119433|ref|YP_048600.1|	gi|188535035|ref|YP_001908832.1|
gi|50119433|ref|YP_048600.1|	gi|188535035|ref|YP_001908832.1|
gi|50119434|ref|YP_048601.1|	gi|188535035|ref|YP_001908832.1|
gi|50119434|ref|YP_048601.1|	gi|188535035|ref|YP_001908832.1|
gi|50119434|ref|YP_048601.1|	gi|188535035|ref|YP_001908832.1|
gi|50119435|ref|YP_048602.1|	gi|188534312|ref|YP_001908109.1|
gi|50119436|ref|YP_048603.1|	gi|188533978|ref|YP_001907775.1|
gi|50119437|ref|YP_048604.1|	gi|188535126|ref|YP_001908923.1|
gi|50119438|ref|YP_048605.1|	gi|188533945|ref|YP_001907742.1|
gi|50119439|ref|YP_048606.1|	gi|188535399|ref|YP_001909196.1|
gi|50119440|ref|YP_048607.1|	gi|188533487|ref|YP_001907284.1|
gi|50119441|ref|YP_048608.1|	gi|188533485|ref|YP_001907282.1|
gi|50119442|ref|YP_048609.1|	gi|188532349|ref|YP_001906146.1|
gi|50119443|ref|YP_048610.1|	gi|188534563|ref|YP_001908360.1|
gi|50119444|ref|YP_048611.1|	gi|188535362|ref|YP_001909159.1|
gi|50119445|ref|YP_048612.1|	gi|188533730|ref|YP_001907527.1|
gi|50119446|ref|YP_048613.1|	gi|188534336|ref|YP_001908133.1|
gi|50119447|ref|YP_048614.1|	gi|188532369|ref|YP_001906166.1|
gi|50119448|ref|YP_048615.1|	gi|188532208|ref|YP_001906005.1|
gi|50119449|ref|YP_048616.1|	gi|188535007|ref|YP_001908804.1|
gi|50119450|ref|YP_048617.1|	gi|188533689|ref|YP_001907486.1|
gi|50119451|ref|YP_048618.1|	gi|188533013|ref|YP_001906810.1|
gi|50119452|ref|YP_048619.1|	gi|188533464|ref|YP_001907261.1|
gi|50119453|ref|YP_048620.1|	gi|188533466|ref|YP_001907263.1|
gi|50119454|ref|YP_048621.1|	gi|188533530|ref|YP_001907327.1|
gi|50119455|ref|YP_048622.1|	gi|188533457|ref|YP_001907254.1|
gi|50119456|ref|YP_048623.1|	gi|188532232|ref|YP_001906029.1|
gi|50119457|ref|YP_048624.1|	gi|188533485|ref|YP_001907282.1|
gi|50119458|ref|YP_048625.1|	gi|188532236|ref|YP_001906033.1|
gi|50119459|ref|YP_048626.1|	gi|188532295|ref|YP_001906092.1|
gi|50119460|ref|YP_048627.1|	gi|188533482|ref|YP_001907279.1|
gi|50119461|ref|YP_048628.1|	gi|188532253|ref|YP_001906050.1|
gi|50119462|ref|YP_048629.1|	gi|188534067|ref|YP_001907864.1|
gi|50119463|ref|YP_048630.1|	gi|188535148|ref|YP_001908945.1|
gi|50119464|ref|YP_048631.1|	gi|188532486|ref|YP_001906283.1|
gi|50119465|ref|YP_048632.1|	gi|188533708|ref|YP_001907505.1|
gi|50119466|ref|YP_048633.1|	gi|188534460|ref|YP_001908257.1|
gi|50119467|ref|YP_048634.1|	gi|188533678|ref|YP_001907475.1|
gi|50119468|ref|YP_048635.1|	gi|188534957|ref|YP_001908754.1|
gi|50119469|ref|YP_048636.1|	gi|188532885|ref|YP_001906682.1|
gi|50119470|ref|YP_048637.1|	gi|188535211|ref|YP_001909008.1|
gi|50119471|ref|YP_048638.1|	gi|188532297|ref|YP_001906094.1|
gi|50119472|ref|YP_048639.1|	gi|188533149|ref|YP_001906946.1|
gi|50119473|ref|YP_048640.1|	gi|188533653|ref|YP_001907450.1|
gi|50119474|ref|YP_048641.1|	gi|188535436|ref|YP_001909233.1|
gi|50119475|ref|YP_048642.1|	gi|188532974|ref|YP_001906771.1|
gi|50119476|ref|YP_048643.1|	gi|188532380|ref|YP_001906177.1|
gi|50119477|ref|YP_048644.1|	gi|188533709|ref|YP_001907506.1|
gi|50119478|ref|YP_048645.1|	gi|188532330|ref|YP_001906127.1|
gi|50119479|ref|YP_048646.1|	gi|188534664|ref|YP_001908461.1|
gi|50119480|ref|YP_048647.1|	gi|188532265|ref|YP_001906062.1|
gi|50119481|ref|YP_048648.1|	gi|188533542|ref|YP_001907339.1|
gi|50119482|ref|YP_048649.1|	gi|188533486|ref|YP_001907283.1|
gi|50119483|ref|YP_048650.1|	gi|188534420|ref|YP_001908217.1|
gi|50119484|ref|YP_048651.1|	gi|188534044|ref|YP_001907841.1|
gi|50119485|ref|YP_048652.1|	gi|188533022|ref|YP_001906819.1|
gi|50119486|ref|YP_048653.1|	gi|188532938|ref|YP_001906735.1|
gi|50119487|ref|YP_048654.1|	gi|188533037|ref|YP_001906834.1|
gi|50119488|ref|YP_048655.1|	gi|188532340|ref|YP_001906137.1|
gi|50119489|ref|YP_048656.1|	gi|188532696|ref|YP_001906493.1|
gi|50119490|ref|YP_048657.1|	gi|188534968|ref|YP_001908765.1|
gi|50119491|ref|YP_048658.1|	gi|188534848|ref|YP_001908645.1|
gi|50119492|ref|YP_048659.1|	gi|188532799|ref|YP_001906596.1|
gi|50119493|ref|YP_048660.1|	gi|188532733|ref|YP_001906530.1|
gi|50119494|ref|YP_048661.1|	gi|188535258|ref|YP_001909055.1|
gi|50119495|ref|YP_048662.1|	gi|188532702|ref|YP_001906499.1|
gi|50119496|ref|YP_048663.1|	gi|188532393|ref|YP_001906190.1|
gi|50119497|ref|YP_048664.1|	gi|188534808|ref|YP_001908605.1|
gi|50119498|ref|YP_048665.1|	gi|188535215|ref|YP_001909012.1|
gi|50119499|ref|YP_048666.1|	gi|188534736|ref|YP_001908533.1|
gi|50119500|ref|YP_048667.1|	gi|188533474|ref|YP_001907271.1|
gi|50119501|ref|YP_048668.1|	gi|188534296|ref|YP_001908093.1|
gi|50119502|ref|YP_048669.1|	gi|188534811|ref|YP_001908608.1|
gi|50119503|ref|YP_048670.1|	gi|188535279|ref|YP_001909076.1|
gi|50119503|ref|YP_048670.1|	gi|188535279|ref|YP_001909076.1|
gi|50119504|ref|YP_048671.1|	gi|188533293|ref|YP_001907090.1|
gi|50119505|ref|YP_048672.1|	gi|188535488|ref|YP_001909285.1|
gi|50119506|ref|YP_048673.1|	gi|188532648|ref|YP_001906445.1|
gi|50119507|ref|YP_048674.1|	gi|188534375|ref|YP_001908172.1|
gi|50119508|ref|YP_048675.1|	gi|188535549|ref|YP_001909346.1|
gi|50119509|ref|YP_048676.1|	gi|188534418|ref|YP_001908215.1|
gi|50119510|ref|YP_048677.1|	gi|188533453|ref|YP_001907250.1|
gi|50119511|ref|YP_048678.1|	gi|188533790|ref|YP_001907587.1|
gi|50119512|ref|YP_048679.1|	gi|188534185|ref|YP_001907982.1|
gi|50119513|ref|YP_048680.1|	gi|188532814|ref|YP_001906611.1|
gi|50119514|ref|YP_048681.1|	gi|188535501|ref|YP_001909298.1|
gi|50119515|ref|YP_048682.1|	gi|188532761|ref|YP_001906558.1|
gi|50119516|ref|YP_048683.1|	gi|188534474|ref|YP_001908271.1|
gi|50119517|ref|YP_048684.1|	gi|188534891|ref|YP_001908688.1|
gi|50119518|ref|YP_048685.1|	gi|188535035|ref|YP_001908832.1|
gi|50119519|ref|YP_048686.1|	gi|188532277|ref|YP_001906074.1|
gi|50119520|ref|YP_048687.1|	gi|188532938|ref|YP_001906735.1|
gi|50119521|ref|YP_048688.1|	gi|188533602|ref|YP_001907399.1|
gi|50119522|ref|YP_048689.1|	gi|188532532|ref|YP_001906329.1|
gi|50119523|ref|YP_048690.1|	gi|188534565|ref|YP_001908362.1|
gi|50119524|ref|YP_048691.1|	gi|188533572|ref|YP_001907369.1|
gi|50119525|ref|YP_048692.1|	gi|188532191|ref|YP_001905988.1|
gi|50119526|ref|YP_048693.1|	gi|188533561|ref|YP_001907358.1|
gi|50119527|ref|YP_048694.1|	gi|188534265|ref|YP_001908062.1|
gi|50119528|ref|YP_048695.1|	gi|188533367|ref|YP_001907164.1|
gi|50119529|ref|YP_048696.1|	gi|188535094|ref|YP_001908891.1|
gi|50119530|ref|YP_048697.1|	gi|188534409|ref|YP_001908206.1|
gi|50119531|ref|YP_048698.1|	gi|188533259|ref|YP_001907056.1|
gi|50119532|ref|YP_048699.1|	gi|188532394|ref|YP_001906191.1|
gi|50119533|ref|YP_048700.1|	gi|188532536|ref|YP_001906333.1|
gi|50119534|ref|YP_048701.1|	gi|188533840|ref|YP_001907637.1|
gi|50119535|ref|YP_048702.1|	gi|188532890|ref|YP_001906687.1|
gi|50119536|ref|YP_048703.1|	gi|188534826|ref|YP_001908623.1|
gi|50119537|ref|YP_048704.1|	gi|188535042|ref|YP_001908839.1|
gi|50119538|ref|YP_048705.1|	gi|188532806|ref|YP_001906603.1|
gi|50119539|ref|YP_048706.1|	gi|188532442|ref|YP_001906239.1|
gi|50119540|ref|YP_048707.1|	gi|188534948|ref|YP_001908745.1|
gi|50119541|ref|YP_048708.1|	gi|188532491|ref|YP_001906288.1|
gi|50119542|ref|YP_048709.1|	gi|188534781|ref|YP_001908578.1|
gi|50119543|ref|YP_048710.1|	gi|188532227|ref|YP_001906024.1|
gi|50119544|ref|YP_048711.1|	gi|188532924|ref|YP_001906721.1|
gi|50119545|ref|YP_048712.1|	gi|188534518|ref|YP_001908315.1|
gi|50119546|ref|YP_048713.1|	gi|188533771|ref|YP_001907568.1|
gi|50119547|ref|YP_048714.1|	gi|188535438|ref|YP_001909235.1|
gi|50119548|ref|YP_048715.1|	gi|188535466|ref|YP_001909263.1|
gi|50119549|ref|YP_048716.1|	gi|188533102|ref|YP_001906899.1|
gi|50119550|ref|YP_048717.1|	gi|188535212|ref|YP_001909009.1|
gi|50119551|ref|YP_048718.1|	gi|188533578|ref|YP_001907375.1|
gi|50119552|ref|YP_048719.1|	gi|188534152|ref|YP_001907949.1|
gi|50119553|ref|YP_048720.1|	gi|188534152|ref|YP_001907949.1|
gi|50119554|ref|YP_048721.1|	gi|188533675|ref|YP_001907472.1|
gi|50119555|ref|YP_048722.1|	gi|188535184|ref|YP_001908981.1|
gi|50119556|ref|YP_048723.1|	gi|188534152|ref|YP_001907949.1|
gi|50119556|ref|YP_048723.1|	gi|188534152|ref|YP_001907949.1|
gi|50119557|ref|YP_048724.1|	gi|188533048|ref|YP_001906845.1|
gi|50119558|ref|YP_048725.1|	gi|188534153|ref|YP_001907950.1|
gi|50119559|ref|YP_048726.1|	gi|188533675|ref|YP_001907472.1|
gi|50119560|ref|YP_048727.1|	gi|188534856|ref|YP_001908653.1|
gi|50119561|ref|YP_048728.1|	gi|188534225|ref|YP_001908022.1|
gi|50119562|ref|YP_048729.1|	gi|188535103|ref|YP_001908900.1|
gi|50119563|ref|YP_048730.1|	gi|188534956|ref|YP_001908753.1|
gi|50119564|ref|YP_048731.1|	gi|188534907|ref|YP_001908704.1|
gi|50119565|ref|YP_048732.1|	gi|188533905|ref|YP_001907702.1|
gi|50119566|ref|YP_048733.1|	gi|188532265|ref|YP_001906062.1|
gi|50119567|ref|YP_048734.1|	gi|188535107|ref|YP_001908904.1|
gi|50119568|ref|YP_048735.1|	gi|188535106|ref|YP_001908903.1|
gi|50119569|ref|YP_048736.1|	gi|188533692|ref|YP_001907489.1|
gi|50119570|ref|YP_048737.1|	gi|188535105|ref|YP_001908902.1|
gi|50119571|ref|YP_048738.1|	gi|188535104|ref|YP_001908901.1|
gi|50119572|ref|YP_048739.1|	gi|188535103|ref|YP_001908900.1|
gi|50119573|ref|YP_048740.1|	gi|188535102|ref|YP_001908899.1|
gi|50119574|ref|YP_048741.1|	gi|188535101|ref|YP_001908898.1|
gi|50119575|ref|YP_048742.1|	gi|188535222|ref|YP_001909019.1|
gi|50119576|ref|YP_048743.1|	gi|188535221|ref|YP_001909018.1|
gi|50119577|ref|YP_048744.1|	gi|188535220|ref|YP_001909017.1|
gi|50119578|ref|YP_048745.1|	gi|188535219|ref|YP_001909016.1|
gi|50119579|ref|YP_048746.1|	gi|188535218|ref|YP_001909015.1|
gi|50119580|ref|YP_048747.1|	gi|188535217|ref|YP_001909014.1|
gi|50119581|ref|YP_048748.1|	gi|188535216|ref|YP_001909013.1|
gi|50119582|ref|YP_048749.1|	gi|188535033|ref|YP_001908830.1|
gi|50119583|ref|YP_048750.1|	gi|188535032|ref|YP_001908829.1|
gi|50119584|ref|YP_048751.1|	gi|188535031|ref|YP_001908828.1|
gi|50119585|ref|YP_048752.1|	gi|188535030|ref|YP_001908827.1|
gi|50119586|ref|YP_048753.1|	gi|188535029|ref|YP_001908826.1|
gi|50119587|ref|YP_048754.1|	gi|188535028|ref|YP_001908825.1|
gi|50119588|ref|YP_048755.1|	gi|188535027|ref|YP_001908824.1|
gi|50119589|ref|YP_048756.1|	gi|188535026|ref|YP_001908823.1|
gi|50119590|ref|YP_048757.1|	gi|188535025|ref|YP_001908822.1|
gi|50119591|ref|YP_048758.1|	gi|188535024|ref|YP_001908821.1|
gi|50119592|ref|YP_048759.1|	gi|188532960|ref|YP_001906757.1|
gi|50119593|ref|YP_048760.1|	gi|188535549|ref|YP_001909346.1|
gi|50119594|ref|YP_048761.1|	gi|188532219|ref|YP_001906016.1|
gi|50119595|ref|YP_048762.1|	gi|188535518|ref|YP_001909315.1|
gi|50119596|ref|YP_048763.1|	gi|188534091|ref|YP_001907888.1|
gi|50119597|ref|YP_048764.1|	gi|188534512|ref|YP_001908309.1|
gi|50119598|ref|YP_048765.1|	gi|188535087|ref|YP_001908884.1|
gi|50119599|ref|YP_048766.1|	gi|188534905|ref|YP_001908702.1|
gi|50119600|ref|YP_048767.1|	gi|188535023|ref|YP_001908820.1|
gi|50119601|ref|YP_048768.1|	gi|188535021|ref|YP_001908818.1|
gi|50119602|ref|YP_048769.1|	gi|188535484|ref|YP_001909281.1|
gi|50119603|ref|YP_048770.1|	gi|188535014|ref|YP_001908811.1|
gi|50119604|ref|YP_048771.1|	gi|188535013|ref|YP_001908810.1|
gi|50119605|ref|YP_048772.1|	gi|188534609|ref|YP_001908406.1|
gi|50119606|ref|YP_048773.1|	gi|188533989|ref|YP_001907786.1|
gi|50119607|ref|YP_048774.1|	gi|188534112|ref|YP_001907909.1|
gi|50119608|ref|YP_048775.1|	gi|188533953|ref|YP_001907750.1|
gi|50119609|ref|YP_048776.1|	gi|188533101|ref|YP_001906898.1|
gi|50119610|ref|YP_048777.1|	gi|188532632|ref|YP_001906429.1|
gi|50119611|ref|YP_048778.1|	gi|188533457|ref|YP_001907254.1|
gi|50119612|ref|YP_048779.1|	gi|188533935|ref|YP_001907732.1|
gi|50119613|ref|YP_048780.1|	gi|188534559|ref|YP_001908356.1|
gi|50119614|ref|YP_048781.1|	gi|188533278|ref|YP_001907075.1|
gi|50119615|ref|YP_048782.1|	gi|188532172|ref|YP_001905969.1|
gi|50119616|ref|YP_048783.1|	gi|188534385|ref|YP_001908182.1|
gi|50119617|ref|YP_048784.1|	gi|188535319|ref|YP_001909116.1|
gi|50119618|ref|YP_048785.1|	gi|188534007|ref|YP_001907804.1|
gi|50119619|ref|YP_048786.1|	gi|188534246|ref|YP_001908043.1|
gi|50119620|ref|YP_048787.1|	gi|188534630|ref|YP_001908427.1|
gi|50119621|ref|YP_048788.1|	gi|188532539|ref|YP_001906336.1|
gi|50119622|ref|YP_048789.1|	gi|188532884|ref|YP_001906681.1|
gi|50119623|ref|YP_048790.1|	gi|188533915|ref|YP_001907712.1|
gi|50119624|ref|YP_048791.1|	gi|188533193|ref|YP_001906990.1|
gi|50119625|ref|YP_048792.1|	gi|188532742|ref|YP_001906539.1|
gi|50119626|ref|YP_048793.1|	gi|188532742|ref|YP_001906539.1|
gi|50119627|ref|YP_048794.1|	gi|188532568|ref|YP_001906365.1|
gi|50119628|ref|YP_048795.1|	gi|188532569|ref|YP_001906366.1|
gi|50119629|ref|YP_048796.1|	gi|188532570|ref|YP_001906367.1|
gi|50119630|ref|YP_048797.1|	gi|188532571|ref|YP_001906368.1|
gi|50119631|ref|YP_048798.1|	gi|188532572|ref|YP_001906369.1|
gi|50119632|ref|YP_048799.1|	gi|188532454|ref|YP_001906251.1|
gi|50119633|ref|YP_048800.1|	gi|188532455|ref|YP_001906252.1|
gi|50119634|ref|YP_048801.1|	gi|188532486|ref|YP_001906283.1|
gi|50119635|ref|YP_048802.1|	gi|188533254|ref|YP_001907051.1|
gi|50119636|ref|YP_048803.1|	gi|188533254|ref|YP_001907051.1|
gi|50119637|ref|YP_048804.1|	gi|188532487|ref|YP_001906284.1|
gi|50119638|ref|YP_048805.1|	gi|188532488|ref|YP_001906285.1|
gi|50119639|ref|YP_048806.1|	gi|188532489|ref|YP_001906286.1|
gi|50119640|ref|YP_048807.1|	gi|188532490|ref|YP_001906287.1|
gi|50119641|ref|YP_048808.1|	gi|188532491|ref|YP_001906288.1|
gi|50119642|ref|YP_048809.1|	gi|188532494|ref|YP_001906291.1|
gi|50119643|ref|YP_048810.1|	gi|188532495|ref|YP_001906292.1|
gi|50119644|ref|YP_048811.1|	gi|188532496|ref|YP_001906293.1|
gi|50119645|ref|YP_048812.1|	gi|188532497|ref|YP_001906294.1|
gi|50119646|ref|YP_048813.1|	gi|188532498|ref|YP_001906295.1|
gi|50119647|ref|YP_048814.1|	gi|188532499|ref|YP_001906296.1|
gi|50119648|ref|YP_048815.1|	gi|188532500|ref|YP_001906297.1|
gi|50119649|ref|YP_048816.1|	gi|188534871|ref|YP_001908668.1|
gi|50119650|ref|YP_048817.1|	gi|188532501|ref|YP_001906298.1|
gi|50119651|ref|YP_048818.1|	gi|188534370|ref|YP_001908167.1|
gi|50119652|ref|YP_048819.1|	gi|188535035|ref|YP_001908832.1|
gi|50119652|ref|YP_048819.1|	gi|188535035|ref|YP_001908832.1|
gi|50119652|ref|YP_048819.1|	gi|188535035|ref|YP_001908832.1|
gi|50119653|ref|YP_048820.1|	gi|188535035|ref|YP_001908832.1|
gi|50119654|ref|YP_048821.1|	gi|188535303|ref|YP_001909100.1|
gi|50119655|ref|YP_048822.1|	gi|188533225|ref|YP_001907022.1|
gi|50119656|ref|YP_048823.1|	gi|188535490|ref|YP_001909287.1|
gi|161501882|ref|YP_048824.2|	gi|188532502|ref|YP_001906299.1|
gi|50119658|ref|YP_048825.1|	gi|188532503|ref|YP_001906300.1|
gi|50119659|ref|YP_048826.1|	gi|188532504|ref|YP_001906301.1|
gi|50119660|ref|YP_048827.1|	gi|188532505|ref|YP_001906302.1|
gi|50119661|ref|YP_048828.1|	gi|188532506|ref|YP_001906303.1|
